"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.0643856245418531,0.0341736733752754,0.0369201615382599,0.031586530957448,0.0606925782811321,0.0522563518419098,0.0313442165994096,0.0442835961867709,0.032326610355743,0.0366081187718576,0.0302797620995022,0.0558121632708356,0.0656263247256389,0.0343781817054071,0.0661726085836835,0.0627314337505707,0.0657629133900124,0.0360527842549065,0.0608906553886519,0.0570620257155407,0.049692670274971,0.0877512212593198,0.0434851716837732,0.0864327112690627,0.0341125274569211,0.0638435106482604,0.0244026958772102,0.0337275612911743,0.0741522875915643,0.0525597916112541,0.0364654958976502,0.0271413312767059,0.0238566173281667,0.0557097412657046,0.0640274299734959,0.0838849771994742,0.0373355365404623,0.0463931002367912,0.0388485281251843,0.0615479486187503,0.0380271157422608,0.0349868456906056,0.0536786898997618,0.0541550437883064,0.0696357233452729,0.0810331671310682,0.0448586356927994,0.0880401651256933,0.0291269411069468,0.0721639701502779,0.0294415757983779,0.0325148750636196,0.020560932083755,0.059068649445572,0.0250647298039581,0.0493113120288759,0.0367976299941704,0.0265293100501146,0.029533304871138,0.037482563273821,0.0325366238472439,0.0657766031678887,0.0496687085761991,0.0851636600381376,0.0299217371290539,0.0601791898159424,0.0495542282816046,0.0396711882248187,0.0669941150540095,0.0301115337654713,0.0318334567311773,0.0324363746911642,0.0344729921751325,0.0739816831708118,0.0449290014346431,0.0809503536447845,0.0986634364259821,0.0410253485484099,0.0741937931326816,0.042315177541727,0.0332522424846976,0.0756541863655348,0.0438554792772196,0.0352742118175956,0.0871546670040025,0.0283770617115494,0.0350372620334203,0.0292938757530695,0.0299987263776109,0.0651166574683804,0.0222563896069743,0.0461369245376888,0.0306171938400034,0.0498833614888159,0.111035366551697,0.0325946896727121,0.0358084205346093,0.0384475708843851,0.0697715250832146,0.0331125696700925
"2",0.112772873332277,0.138703655799555,0.0665481285377349,0.0748316639749646,0.109410091436895,0.0896911412431958,0.127079942221384,0.103855466659278,0.102714040930213,0.10804385489402,0.0893189309833262,0.102665465064848,0.0879644450192845,0.102144827318016,0.106458415572735,0.139386690891978,0.087127173975695,0.0927870589227912,0.119708878619426,0.108158513565189,0.122903405363988,0.0961887398275232,0.114535196386035,0.1299215731012,0.105706201809198,0.124662086837345,0.0848943462644388,0.12219848338351,0.124166984783668,0.120188363888694,0.143625529393402,0.0866120977137288,0.0815617121610582,0.146328562350425,0.109417206216218,0.108593999290016,0.098200578328974,0.107205208310123,0.100507121489171,0.155101605784125,0.104252617496386,0.158323314368821,0.111812766783802,0.117375802078348,0.0910345452605673,0.138733013155682,0.1073867601598,0.130924925598891,0.105304329101295,0.114837894675077,0.103272434319554,0.10342972215851,0.0827437331809508,0.0877907509173029,0.119180426284144,0.103271901401302,0.144843410248421,0.0913587651818245,0.0936251235922892,0.11508431102304,0.0936201664690512,0.103906000375154,0.108953259380028,0.131842632211669,0.140391948993173,0.115543877481228,0.108762552429384,0.13975079239577,0.0935848507479607,0.135563012587338,0.0486834530578494,0.0950289040918528,0.117662020301981,0.0422047465425645,0.104324235416402,0.115127814443347,0.110371144120653,0.0762584055869204,0.0908327663835687,0.118774752109522,0.118436361542859,0.107241135445561,0.138777595768515,0.102952539531542,0.109789320778597,0.118121132320053,0.148049228150408,0.120639690389428,0.120883951215559,0.127016081038625,0.111389786165563,0.0953822803298634,0.103270827322502,0.0980629919123523,0.124829504671423,0.12031011840997,0.114083150935544,0.134942281529903,0.138413857944751,0.119827161099754
"3",0.0230340072528777,0.0192742101836917,0.0240880492574229,0.0243153458777741,0.0200674379671807,0.0255097057551759,0.0235871337074717,0.0198969274016354,0.0208777437829104,0.0193565280015238,0.0220421837912423,0.021490002447853,0.0248708635771441,0.0245305275195628,0.0263703996789241,0.0257025209515423,0.0177250242745998,0.0229622429047142,0.0241840173168186,0.0210277461526389,0.0275814855397794,0.0185570548649345,0.0218778508241489,0.0239741065465112,0.0273806043626142,0.0203540929669827,0.0218091704088105,0.0204033716763296,0.0199184423646812,0.022961465139718,0.0242377923486526,0.0218178110211298,0.0195301642531865,0.0186458128180443,0.0178363025128894,0.0270388990603422,0.0213734988891717,0.0194965754955145,0.0226483104048847,0.018951645858601,0.0163835164910833,0.0207820104963083,0.0288990609360612,0.0278639313508465,0.0269233642219365,0.0199988320802129,0.0209787794889217,0.0252378296061716,0.0224843094050598,0.0202202209778894,0.0260891335343085,0.0172389435535563,0.0213084798049255,0.0244800349603221,0.0226938895222281,0.0180509745958044,0.0232555472476943,0.0190407798850379,0.023241141701147,0.0199974015193732,0.0237640229499564,0.0217181440456907,0.0238364715007322,0.022251007495661,0.0224387645355374,0.0203612014433351,0.021104761958373,0.0227491023914273,0.0241195887544436,0.0221501374293899,0.0242705189487737,0.0267142802908431,0.0200119590902958,0.0174500312766046,0.0196576937247088,0.0207966564354981,0.0210277433123008,0.0218165356462544,0.023767757940795,0.0213304131177014,0.0204977394908207,0.0275802894471498,0.0251907852637968,0.0229429638093161,0.0204941953212686,0.0201623867948175,0.0206466060970438,0.0195674136848179,0.0199667354245666,0.0198425082198487,0.0212389115965698,0.0211595089217623,0.0207134801560993,0.0241456741337341,0.0214270494582442,0.024777437287646,0.0197883143367185,0.0230926096493439,0.0268793688789786,0.0223758332954321
"4",0.00931009417793936,0.00921204988025019,0.00759299299446639,0.00745666541865799,0.00926262353025418,0.00861618262066781,0.0108888829745617,0.00965516137077546,0.00816919646516559,0.00780784123316504,0.00768905625618372,0.00818880643671697,0.00838663907218164,0.00866684408305902,0.00980194279297277,0.0102652185222652,0.00815535086614551,0.00935724407040084,0.0106062232787993,0.00867341352089226,0.00877785539610092,0.00712575561835188,0.00954221592525325,0.00758821174379616,0.00837403336204573,0.0084013695487597,0.00709537364061991,0.00873479807332273,0.00789338341278916,0.00986587230963392,0.00801971901764357,0.00758344715130285,0.00663625130718243,0.0112777869432231,0.00799683710322377,0.00850707218378412,0.00807558454980813,0.00738354428014399,0.00785239826753056,0.00925958082435046,0.00988620377202016,0.00839123974182726,0.00750568421043122,0.00920886635356007,0.00756072266434816,0.00754328611831758,0.00698084181794302,0.0091437341341051,0.00842599677729244,0.00792134375934206,0.00855054801872482,0.00734754379430419,0.00825629719163703,0.00752185860060766,0.00760375931285915,0.00950738438841227,0.00867807614290705,0.00694386182369421,0.00957587280253402,0.00755926923236567,0.00829871798167371,0.00778654498210523,0.00951887210975621,0.0089279503990929,0.00900918448548311,0.00684225890006676,0.00825332176232571,0.00734665531107948,0.00803678589284494,0.00778282581308508,0.0076075651490114,0.0079410941920971,0.0078340216987708,0.00870176630996693,0.00734050791378966,0.00874866813297093,0.00717822801383794,0.0073845518787024,0.00847077102514674,0.00971198772705648,0.00775463255935125,0.010388038912305,0.0100375865833459,0.00749703248449912,0.0104754323723211,0.00702713553832373,0.00799762677826386,0.00833551923941876,0.00813917411135601,0.0104868764134151,0.00907962986345635,0.0081595403691738,0.00828620641635192,0.00799907805555542,0.00912991590286704,0.00827211375051786,0.00804673939144722,0.0085504070361404,0.00864962960871058,0.00728619725480899
"5",0.00326890031064629,0.0029230952122118,0.00275026250905664,0.00266813047407501,0.00308773172654804,0.00285229920567762,0.00346700799839738,0.00321269640085426,0.003148687390052,0.00315321094000399,0.00256634360006122,0.00290308438559348,0.00328774230125461,0.00311694652025886,0.00299753264957215,0.00346869194116383,0.00271411579786585,0.00307290041795553,0.00332474228649579,0.00310625857464264,0.00276316920061865,0.00272467872717858,0.00327237849773985,0.00275386567229029,0.00270119756817436,0.00287078322478627,0.00249736843895913,0.00321442165208632,0.00290514675664129,0.00306221583636867,0.00287283903192225,0.00279522455409548,0.00270130042244421,0.00364783058348107,0.00266639890976682,0.00323324444207998,0.00285974901671463,0.00279062947527342,0.00260252151505869,0.00294556268090424,0.00291287638816635,0.00302024352624623,0.00288774092061671,0.00314526059199632,0.00307051605322641,0.0026398840366854,0.00276573432684268,0.00320303201388699,0.00296038682613527,0.00287282633697454,0.00287037280747202,0.00254326476239475,0.00290542374649537,0.00290760949210894,0.00264647091063608,0.00282065337797556,0.00283554335533413,0.00272933567027813,0.00274100791452558,0.0025864019717415,0.00293017270761743,0.00295206359015192,0.00314678974808314,0.00312586167908185,0.00304088676694166,0.00249389072736056,0.00286545134648488,0.00291087932501922,0.00269002011255332,0.00298142623005432,0.00286029676703374,0.00297818388582966,0.00278395152136879,0.00283128253535147,0.00262807999064961,0.00282447062339092,0.00264670822863003,0.00249333360478547,0.00312248396522357,0.00306890571956381,0.00295111911686512,0.00340981640736146,0.00298496512947739,0.00301760459722204,0.00360265059467136,0.00249825873690576,0.00297430505784008,0.00290102413369763,0.00295214893569805,0.00309217641025551,0.00305577752591544,0.00284435833285984,0.00288620629092736,0.00251246638676561,0.00321885682878784,0.00304333146351628,0.00280583589588023,0.00298539586332709,0.0028781721279763,0.00274324023997695
"6",0.034574109692,0.0360278701778988,0.039247736822497,0.0344750039137977,0.0444887495841172,0.0466930233885366,0.0378940314929528,0.040901094365568,0.0544821791560187,0.0398874501305518,0.0315795670124372,0.0439633685196377,0.0329442807371466,0.0544822055159617,0.0418853538757718,0.0460105105999095,0.0440104076029808,0.0493239236927487,0.0407784408513769,0.040791318063106,0.0460773500766251,0.0430750922880902,0.0318767633284811,0.044267322433984,0.0346806224142766,0.0423554218043539,0.0389206079245081,0.0473415275996852,0.0416328365090554,0.0389429097416789,0.0491689192401077,0.0317636216106639,0.0301876660706592,0.0450411609899776,0.0375303884748341,0.0500950162181642,0.0296894671341427,0.0324760426571637,0.0342793863074989,0.0274756756733369,0.0327102897915143,0.0262198183685703,0.0473281298270014,0.0364439306900233,0.0451141101773768,0.047412239508872,0.0370158167796922,0.0468782674001104,0.0336627114945482,0.0534096641360958,0.0420614403074827,0.0358615886615434,0.0396492933591331,0.0438673861914372,0.0325016684646595,0.0290392239066691,0.0350538806496324,0.044771427997054,0.0363232605578924,0.04123591512175,0.0401631352461667,0.0404300858081935,0.032742063419062,0.031235747278465,0.042261616108239,0.0546446305890779,0.0397349853867535,0.0463040715082774,0.0322351779179483,0.0413134815526273,0.0489629732486422,0.0513309284205367,0.0410244316512877,0.0343143046100083,0.0427485726152085,0.0437637007360595,0.0440060403135422,0.0438782303159316,0.0428349140186771,0.0397204184204483,0.0403316811400178,0.0394390526788559,0.0359394713174947,0.0405523517717354,0.0424595522544936,0.0391325120337342,0.0398944032546746,0.0440070402166639,0.0481637994906218,0.0386437749935827,0.0428463000095817,0.0330723408139849,0.0418050941799046,0.0305914004651554,0.0418158597203352,0.035613695772015,0.038928813667513,0.0349722201028489,0.0449279825298116,0.0399465794690954
"7",0.00660488714352816,0.00638195508750535,0.00670582584050394,0.00646062467840202,0.00614805424166078,0.00743592553494122,0.00643743065476909,0.00603858629590804,0.00620096488979545,0.00645884937965165,0.00611917422184786,0.00618812686608289,0.00646355468784108,0.00641407437245422,0.00619787128373795,0.00607615439921057,0.00604071621525491,0.00672064892977865,0.0060040964024083,0.00620811069187758,0.00690640730792064,0.00682871730530621,0.00568197521637534,0.00669768743877642,0.00679796500675205,0.00603927474836909,0.00603551016510583,0.00618707968142633,0.00659610575886591,0.0059913551696353,0.00570421036001762,0.00611863167721963,0.00642591732685264,0.00635918795522217,0.00653157977776658,0.00699055304935911,0.00635255072719234,0.00648279418266141,0.00607784502883081,0.00541649058019344,0.00690358664343678,0.00660999227578775,0.00601765514274897,0.00618538903921495,0.00643293135112349,0.00700600400197404,0.00668858445562414,0.00649236434102393,0.00766305171013708,0.00606505193419313,0.00605396065457543,0.00595830147918984,0.00644936726258252,0.00593634698538336,0.00614362288365131,0.00667577134135107,0.00682971322777689,0.00696052211454487,0.00683499439008629,0.00628021650397426,0.00677348252836187,0.00675020303097963,0.00693393785271086,0.00691968155081967,0.00628053869487427,0.00610168399255945,0.00631126854071762,0.00684653497854292,0.00616922315645197,0.00626949704708719,0.00682313004638441,0.00629547452861117,0.00624925409419823,0.00702196756449268,0.00649661683774769,0.00673223272338184,0.00663981935660831,0.00650418190708811,0.00717941602484916,0.00582233114477668,0.00655751225051414,0.00643089567723425,0.00606421666504,0.006129035009103,0.00561485724049783,0.00578297454052049,0.00676652816403665,0.00629590717554123,0.00668331301661701,0.00615021350693547,0.00701966672564698,0.00595955014355118,0.0065498788514645,0.00550294978133941,0.0058695683002353,0.00652763745149631,0.00597402638388172,0.0056632035937962,0.00666053160274478,0.00635905974060799
"8",0.00560319923923628,0.00617992989792287,0.00580700027416833,0.00649068327680175,0.00634152717888169,0.00636784762613874,0.00711769206870453,0.00682997949638357,0.00643743189182331,0.00686160751423997,0.00545083391250292,0.00579370543121799,0.00568358671731686,0.0062612870276914,0.00663660816829266,0.00637192591023684,0.0062627884502304,0.00801979765467361,0.00672525981797703,0.00583174150106562,0.0063710214919733,0.00554136747672635,0.00617855029506083,0.00442981895452336,0.00567633212331176,0.00553714712204899,0.0053550582515843,0.00678812934022402,0.00591142646097942,0.00695163246498721,0.00653932860659238,0.00646034984916909,0.00523844208755587,0.00631084302924687,0.0059233789652422,0.0070815735525094,0.00691320731266903,0.00588748842457839,0.00612394274989877,0.00624662797261841,0.00636589719473794,0.00384247414599034,0.00674870171868696,0.00702469598921879,0.00674931792892911,0.00598886753574228,0.00567781431485328,0.0068484850226575,0.00700239659384546,0.0059671245871938,0.00613342018304357,0.00662807480016729,0.00546773592368301,0.00615304640664376,0.00561658590175385,0.0058540282566353,0.00645999016830928,0.00558189828833913,0.00669111833885713,0.00650070834108912,0.00389427008651755,0.00626281225010919,0.00695655086231515,0.0068048922145517,0.00706804033312428,0.00601667254801656,0.00593472920498272,0.00747061643935181,0.00649526634820732,0.0060129571046766,0.00570775485523103,0.00662555572849744,0.00634013566142412,0.00636472894575238,0.00620757508053925,0.00707933129713012,0.00709037470144008,0.00627458196146604,0.00625677768047846,0.00671932342515932,0.00655530066277226,0.00684175385916721,0.00618742988310255,0.00664413492257749,0.00688974882825083,0.00690093572213309,0.0058432552022285,0.00658931666037333,0.0065038348664148,0.00649962439232531,0.00687321933463467,0.00640671651086874,0.00641165386980505,0.00603081603529041,0.00651858537562856,0.00590933644439042,0.00627284427435642,0.00610972873780603,0.00699809092588184,0.00585860431671556
